objectid,parentid,filename,image_small,image_thumb,identifier,type,format,display_template,archive,artifact_type,title,creator,date,time_period,site_building,location,latitude,longitude,relocated_from,ethnic_group,religious_affiliation,names,subject,description,image_alt_text,source,original_source,additional_citation,object_location,language,copyright_holder,rights,rightsstatement
hartsdale_61,,hartsdale_61.png,,,5596,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Dan-Dee Tippy, Friedman family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Dan-Dee Tippy; Dan-Dee; Tippy; Friedman,Upright; Dan-Dee Tippy; Dan-Dee; Tippy; Star of David; Inscription; Love language,"Gravestone of Dan-Dee Tippy, Friedman family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. The upright gravestones have ""DF"" and ""TF"" inscribed between the Star of David.  Inscribed ""Always in our hearts"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_62,,hartsdale_62.png,,,5597,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Tiger (d. 1998), pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1998,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Tiger,Tiger; 10 years old; Upright; Star of David; Inscription; Love language,"Gravestone of Tiger (d. 1998), pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Tiger was born in 1988 and died in 1998 at the age of 10. The upright gravestone has an etching of the Star of David and is inscribed ""Loyal and faithful / Always in our hearts"".",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_63,,hartsdale_63.png,,,5598,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Sony (d. 2021), dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2021,2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Sony,Sony; 15 years old; Dog; Enamel photo; Upright; Inscription; Love language; Sand; Stones; Flowers; Crown; Orb; Gifts; Birthday,"Gravestone of Sony (d. 2021), dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Sony was born on July 20, 2006 and died on November 4, 2021 at the age of 15. The upright gravestone has an enamel photo of Sony and is inscribed ""Always in our hearts"". The plot also has a sand plot with stones in front of the stone. In October, there was a fresh bouquet in a vase next to the gravestone, as well as an arts and crafts crown and orb atop the stone. ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_64,,hartsdale_64.png,,,5599,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravetone of Chee-Chee Halloween (d. 1990), cat of Paul Strauss in the Hartsdale Pet Cemetery of Hartsdale, NY",,1990,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Chee-Chee; Chee-Chee Halloween; Halloween; Strauss,Chee-Chee Halloween; Chee-Chee; Halloween; Paul Strauss; Strauss; Upright; 18 years old; Enamel photo; Cat; Black Cat; Star of David; Love language; Inscription,"Gravetone of Chee-Chee Halloween (d. 1990), cat of Paul Strauss in the Hartsdale Pet Cemetery of Hartsdale, NY. Chee-Chee Halloween was born in 1972 and died on March 13, 1990. The upright gravestone has two enamel photos of the black cat, as well as an etching of the Star of David.  Inscribed ""Infinitely loved by Paul Strauss"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_65,,hartsdale_65.png,,,5600,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Pugee (d. d. 1980), Lenardi family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1980,1980s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Pugee; Lenardi,Pugee; Lenardi; Upright; Flowers; Love language; 12 years old,"Gravestone of Pugee (d. 1980), Lenardi family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Pugee was born in 1968 and died in 1980. The upright gravestone has floral etchings and is inscribed ""Always love you"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_66,,hartsdale_66.png,,,5601,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Sasha (d. d. 1998), Sneakers (d. 1998), and Misty (d. 2000), Potenza family cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,1998; 2000,1990s; 2000s; 20th century; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Sasha; Sneakers; Misty; Potenza,Sasha; Sneakers; Misty; 7 years old; 9 years old; 18 years old; Upright; Flowers; Inscription; Heart; Cat; Cats; Child language; Angel; Multiple pets,"Gravestone of Sasha (d. 1998), Sneakers (d. 1998), and Misty (d. 2000), Potenza family cats in the Hartsdale Pet Cemetery of Hartsdale, NY. Sasha was born on August 30th, 1980 and died on February 12th, 1998 at the age of 7. Sneakers was born on June 12th, 1979 and died on July 26th, 1998 at the age of 9. Misty was born on October 31st, 1981 and died on May 5th, 2000 at the age of 18. The large upright gravestone has floral etchings, as well as three heart etchings with enamel photos of each cat inside. Inscribed ""Mommy's Angels"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_67,,hartsdale_67.png,,,5602,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Minka (d. 1979) and Hanky (d. 1986), pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1979; 1986,1970s; 1980s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Minka; Hanky,Minka; Hanky; 11 years old; 15 years old; Upright; Love language; Inscription; Multiple pets,"Gravestone of Minka (d. 1979) and Hanky (d. 1986), pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Minka was born in June of 1964 and died on June 5th, 1979. Hanky was born in November of 1974 and died on August 30th, 1986 at the age of 11. The upright gravestone is inscribed ""Forever loved"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_68,,hartsdale_68.png,,,5603,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestones of Rusty (d. 1996) and Muffin (d. 1999), pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1996; 1999,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Rusty; Muffin,Rusty; Muffin; 12 years old; 18 years old; Upright; Star of David; Inscription; Love language; Child language; Multiple pets; Multiple gravestones,"Two gravestones. Gravestones of Rusty (d. 1996) and Muffin (d. 1999), pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Rusty was born in 1978 and died in 1996 at the age of 18. The upright gravestone has an etching of the Star of David and is inscribed ""Beloved family member / You hold a special / place in our hearts"". Muffin was born in 1987 and died in 1999 at the age of 12. The gravestone has an etching of the Star of David and is inscribed ""Always in our hearts"". Other gravestones are shown in the background. ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_69,,hartsdale_69.png,,,5604,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Minzella (d. 2000) and Smokey ""Joy"" (d. 2018), cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,2000; 2018,2000s; 2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,"Minzella; Smokey ""Joy""; Smokey; Joy",Cat; Cats; Minzella; Smokey; Joy; 12 years old; 15 years old; Upright; Inscription; Flowers; Etching; Multiple pets,"Gravestone of Minzella (d. 2000) and Smokey ""Joy"" (d. 2018), cats in the Hartsdale Pet Cemetery of Hartsdale, NY. Minzella was born on June 6th, 1988 and died on November 26th, 2000 at the age of 12. Smokey ""Joy"" was born on September 29th, 2002 and died on August 11th, 2018 at the age of 15. The upright gravestone has etchings of Minzella and Smokey and is inscribed ""Unforgettable"". Flowers are planted in front.",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_70,,hartsdale_70.png,,,,record,multiple,multiple,,,,,,,,,,,,,,,,,,,,,,,,,
hartsdale_70_1,hartsdale_70,hartsdale_70_1.png,,,5605,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestones of Felix Kraus (d. 2001) and Bentley Kraus (d. 2015), cat and dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2001; 2015,2000s; 2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Felix; Bentley; Kraus,Felix; Kraus; Felix Kraus; Bentley Kraus; Bentley; Cat; Dog; Enamel photo; Love language; Child language; Upright; Multiple pets; Multiple gravestones,"Multiple gravestones. Gravestones of Felix Kraus (d. 2001) and Bentley Kraus (d. 2015), cat and dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Felix died on June 3rd, 2001 and Bentley died on November 9th, 2015. Both upright gravestones have enamel photos of the respective pet and are inscribed ""In Loving / Memory"". Felix's gravestone is inscribed ""ONE OF NATURE'S GENTLEMEN / WHO SPENT HIS LIFE GIVING / JOY, PLEASURE AND LOVE / TO ALL WHO LOVED HIM"". Bentley's gravestone is inscribed ""MY BEAUTIFUL BOY / FOREVER LOVED / FOREVER MISSED"". Two flat gravestones are behind the Kraus family gravestones.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_70_2,hartsdale_70,hartsdale_70_2.png,,,5606,Image;StillImage,image/jpeg,image,,,Close-Up of Bentley Kraus (d. 2001) Enamel photo,,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_70_3,hartsdale_70,hartsdale_70_3.png,,,5607,Image;StillImage,image/jpeg,image,,,Close-up of Felix Kraus (d. 2001) Enamel photo,,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_71,,hartsdale_71.png,,,,record,multiple,multiple,,,,,,,,,,,,,,,,,,,,,,,,,
hartsdale_71_2,hartsdale_71,hartsdale_71_2.png,,,5608,Image;StillImage,image/jpeg,image,,,Close-up of the Ungar family pet gravestones,,,,,,41.021627,-73.79781,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_71_1,hartsdale_71,hartsdale_71_1.png,,,5609,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Three gravestones. Gravestones of Rusty (d. 1964) and gravestone of 9 animals, Ungar family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1964; 1982; 1979; 1983; 1986; 1985; 1988; 2001,1960s;,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Rusty; Highlanders Tam O'Shanter; Chang Tai Lan; Pookie; Polly; Ester; Mr. Douglas; Kelly Shannon; Cricket's Mischief; Mokki; Lucie; Ungar,Rusty; Ungar; 14 years old; Upright; Flat; Enamel photo; Flowers; Love language; Inscription; Dog; Irish Setter; Highlanders Tam O'Shanter; O'Shanter; 13 years old; Chang Tai Lan; 13 years old; Pookie; 15 years old; Kelly Shannon; 14 years old; Cricket's Mischief; 13 years old; Mokki; 17 years old; Lucie; 16 years old; Multiple pets; Multiple gravestones,"Three gravestones. Gravestones of Rusty (d. 1964) and gravestone of 9 animals, Ungar family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Rusty was a dog born on October 30th, 1950 and he died on November 17th, 1964 at the age of 14. His upright, large gravestone has an enamel photo of him as well as a floral design engraved.  Inscribed ""IN LOVING MEMORY OF OUR IRISH SETTER / COAT OF RED,EYES OF BROWN,HEART OF GOLD"". The middle gravestone is flat and commemorates 9 family pets: Highlanders Tam O'Shanter (d. 1969-1982), Chang Tai Lan (d. 1966-1979), Pookie (d. 1968-1983), Polly and Ester (d. 1972-1988), Mr. Douglas (d. 1970-1985), Kelly Shannon (d. 1972-1986), Cricket's Mischief (d. 1973-1985), Mokki (d. 1971-1988), Lucie (d. 1985-2001). The third stone placed in front of the other two is upright and inscribed ""TOGETHER AGAIN"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_72,,hartsdale_72.png,,,5610,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Three gravestones. Gravestones of Bullet (d. 1929), Imp (d. 1925), and F.F.P. Hemphill in the Hartsdale Canine Cemtery in Hartsdale, NY",,1925; 1929,,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Bullet; Imp; F.F.P. Hemphill; Hemphill,,"Three gravestones. Gravestones of Bullet (d. 1929), Imp (d. 1925), and F.F.P. Hemphill in the Hartsdale Canine Cemtery in Hartsdale, NY",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
